epoch,train_loss,val_iou,val_dice,learning_rate,duration_sec
49,0.18618847102691857,0.7513647675514221,0.8565302491188049,0.0001,525.4937300682068
50,0.18581808364690394,0.7575526833534241,0.8606818318367004,0.0001,525.5500481128693
51,0.18521508507195822,0.7557067275047302,0.8594790101051331,0.0001,524.2810933589935
52,0.18488826783180515,0.7575064301490784,0.860637903213501,0.0001,525.7480089664459
53,0.1851251321485051,0.7576075792312622,0.8607280254364014,0.0001,532.708990573883
54,0.1837059085834402,0.7522972822189331,0.8569227457046509,0.0001,525.2516646385193
55,0.18341940923255967,0.7587253451347351,0.8614810705184937,0.0001,525.9765167236328
56,0.18294499442068254,0.7602302432060242,0.8624265193939209,0.0001,526.5791435241699
57,0.18282684845852046,0.75965416431427,0.8620696663856506,0.0001,523.5812013149261
58,0.18264080147099188,0.7607008218765259,0.8627747893333435,0.0001,525.9578022956848
59,0.18201301301826256,0.7604698538780212,0.862637996673584,0.0001,526.0254108905792
60,0.18178409616024938,0.7615470886230469,0.8633134365081787,0.0001,525.8497960567474
61,0.18084036304138365,0.7615751624107361,0.8633605241775513,0.0001,525.9006054401398
62,0.17960195484263616,0.7617530226707458,0.8634915351867676,0.0001,525.4870738983154
63,0.18029623497951267,0.7636331915855408,0.8647112250328064,0.0001,525.4478323459625
64,0.1801682297640253,0.7641651630401611,0.8650367259979248,0.0001,525.9198396205902
65,0.17984224003038718,0.7631462216377258,0.864393949508667,0.0001,525.8168425559998
66,0.1796453936062449,0.7614791393280029,0.8633725643157959,0.0001,526.4581320285797
67,0.17913424150111934,0.7630885243415833,0.8643787503242493,0.0001,526.1005644798279
68,0.1784512439662267,0.7649562358856201,0.8655677437782288,0.0001,526.1661868095398
69,0.17893545801122102,0.7650007605552673,0.8656020164489746,0.0001,526.0674114227295
70,0.17834088284883087,0.7648769021034241,0.8655414581298828,0.0001,525.8036434650421
71,0.1777630132200281,0.7661994695663452,0.8663859963417053,0.0001,525.6293196678162
72,0.17710769862249545,0.7658661603927612,0.866211473941803,0.0001,524.849259853363
73,0.17723167705563708,0.7674238681793213,0.8671959042549133,0.0001,523.8699820041656
74,0.17685216967638065,0.766905665397644,0.8668637871742249,0.0001,525.7357840538025
75,0.17587235696535544,0.7672863602638245,0.8671064972877502,0.0001,525.9599344730377
